,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
0,https://twitter.com/bandphan/status/1431030041757069312,2021-08-26 23:05:23+00:00,No amount of opiates is denting this migraine. Nor the Gralise. Nor the 3-12oz cups of coffee.,No amount of opiates is denting this migraine. Nor the Gralise. Nor the 3-12oz cups of coffee.,1431030041757069312,"{'username': 'bandphan', 'id': 57668247, 'displayname': 'Scott Coleman', 'description': 'Fun Fact: ATVs float', 'rawDescription': 'Fun Fact: ATVs float', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 7, 17, 15, 15, 46, tzinfo=datetime.timezone.utc), 'followersCount': 1056, 'friendsCount': 2128, 'statusesCount': 70965, 'favouritesCount': 81302, 'listedCount': 6, 'mediaCount': 3983, 'location': 'Hillsboro Beach  ', 'protected': False, 'linkUrl': 'http://audiosciencereview.com', 'linkTcourl': 'https://t.co/JIXgymSvzj', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/2459741463/rybo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/57668247/1614776482'}",1,0,0,0,1431030041757069312,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,
1,https://twitter.com/Ajs0728Stafford/status/1426985775862779907,2021-08-15 19:14:55+00:00,"@alvogenpr Is there a reason your company can't seem to manufacture Gralise on time? I see all these press releases, but nothing about getting medication to your patients. Isn't that what pharmaceutical companies are for?","@alvogenpr Is there a reason your company can't seem to manufacture Gralise on time? I see all these press releases, but nothing about getting medication to your patients. Isn't that what pharmaceutical companies are for?",1426985775862779907,"{'username': 'Ajs0728Stafford', 'id': 2592978589, 'displayname': 'Anita Stafford', 'description': 'Lupus activist and advocate. I am above all things a fighter and a survivor. My passions are history, art and music.', 'rawDescription': 'Lupus activist and advocate. I am above all things a fighter and a survivor. My passions are history, art and music.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 6, 28, 11, 38, 48, tzinfo=datetime.timezone.utc), 'followersCount': 117, 'friendsCount': 256, 'statusesCount': 26294, 'favouritesCount': 6088, 'listedCount': 519, 'mediaCount': 52, 'location': 'Oklahoma City, OK', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/560255756935520256/IJcEe9u__normal.jpeg', 'profileBannerUrl': None}",0,0,0,0,1426985775862779907,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,"[{'username': 'alvogenpr', 'id': 121802240, 'displayname': 'Alvogen', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,,
2,https://twitter.com/pissedoffnumb/status/1425813137580830721,2021-08-12 13:35:16+00:00,fuck gralise i tried taking it on an empty stomach and it wrecked my body :(,fuck gralise i tried taking it on an empty stomach and it wrecked my body :(,1425813137580830721,"{'username': 'pissedoffnumb', 'id': 920519775477993472, 'displayname': 'bug ★ ed/shtwt ★ they/leaf', 'description': '| pro recovery || 20 yr old stoner || bpd, ptsd, ednos |\n                                     • cbmi: 30.7 • gbmi: 27 • ugbmi: 21 •', 'rawDescription': '| pro recovery || 20 yr old stoner || bpd, ptsd, ednos |\n                                     • cbmi: 30.7 • gbmi: 27 • ugbmi: 21 •', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 10, 18, 5, 19, 51, tzinfo=datetime.timezone.utc), 'followersCount': 65, 'friendsCount': 119, 'statusesCount': 557, 'favouritesCount': 596, 'listedCount': 0, 'mediaCount': 20, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1413875376699416576/UfocM8h6_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/920519775477993472/1629053886'}",0,0,0,0,1425813137580830721,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,
3,https://twitter.com/kjellsm/status/1425048719955738629,2021-08-10 10:57:45+00:00,"FDA warns about serious breathing problems with seizure and nerve pain medicines gabapentin (Neurontin, Gralise, Horizant) and pregabalin (Lyrica, Lyrica CR).
https://t.co/nq23pnkA1e","FDA warns about serious breathing problems with seizure and nerve pain medicines gabapentin (Neurontin, Gralise, Horizant) and pregabalin (Lyrica, Lyrica CR).
fda.gov/drugs/drug-saf…",1425048719955738629,"{'username': 'kjellsm', 'id': 516048585, 'displayname': 'The real Kjell S. Moss', 'description': '🙃 Music is the best 🎸🎹🎼', 'rawDescription': '🙃 Music is the best 🎸🎹🎼', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 3, 6, 1, 11, 47, tzinfo=datetime.timezone.utc), 'followersCount': 871, 'friendsCount': 639, 'statusesCount': 69926, 'favouritesCount': 29489, 'listedCount': 0, 'mediaCount': 6694, 'location': 'Sandsli-Bergen BGO-Norway 🇳🇴', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1350527033718304772/wcEGYN3t_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/516048585/1628581511'}",1,1,2,0,1425048709478457348,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.fda.gov/drugs/drug-safety-and-availability/fda-warns-about-serious-breathing-problems-seizure-and-nerve-pain-medicines-gabapentin-neurontin'],['https://t.co/nq23pnkA1e'],,,,1.4250487169569055e+18,"{'username': 'kjellsm', 'id': 516048585, 'displayname': 'The real Kjell S. Moss', 'description': '🙃 Music is the best 🎸🎹🎼', 'rawDescription': '🙃 Music is the best 🎸🎹🎼', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 3, 6, 1, 11, 47, tzinfo=datetime.timezone.utc), 'followersCount': 871, 'friendsCount': 639, 'statusesCount': 69926, 'favouritesCount': 29489, 'listedCount': 0, 'mediaCount': 6694, 'location': 'Sandsli-Bergen BGO-Norway 🇳🇴', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1350527033718304772/wcEGYN3t_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/516048585/1628581511'}",,,,,
4,https://twitter.com/carroll_tara/status/1413174692479913987,2021-07-08 16:34:36+00:00,"@WrrrdNrrrdGrrrl @bennessb I take the Gralise version which is slow release at night and it helps a ton! If I took the gabapentin one AM and PM, my brain was foggier than usual. But the slow release at night was perfection! I’m currently upping my dose now and it’s super helpful","@WrrrdNrrrdGrrrl @bennessb I take the Gralise version which is slow release at night and it helps a ton! If I took the gabapentin one AM and PM, my brain was foggier than usual. But the slow release at night was perfection! I’m currently upping my dose now and it’s super helpful",1413174692479913987,"{'username': 'carroll_tara', 'id': 630532594, 'displayname': 'Tara Brooke🌻', 'description': 'trying for be like Jesus and show love✈🌍👣 💜🦓 Ehlers-Danlos Syndrome and Company~ EDS, POTS, MALS, cPTSD .♿️ HPU ‘18🐝', 'rawDescription': 'trying for be like Jesus and show love✈🌍👣 💜🦓 Ehlers-Danlos Syndrome and Company~ EDS, POTS, MALS, cPTSD .♿️ HPU ‘18🐝', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 7, 8, 21, 16, 31, tzinfo=datetime.timezone.utc), 'followersCount': 433, 'friendsCount': 772, 'statusesCount': 6149, 'favouritesCount': 28825, 'listedCount': 3, 'mediaCount': 313, 'location': 'TEXAS, United States :)', 'protected': False, 'linkUrl': 'https://www.youtube.com/channel/UC2spQk-LHxAx0_Tqh_Bb3bA', 'linkTcourl': 'https://t.co/T6t9A5NUO4', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1038502591427170304/DcoTq6Zy_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/630532594/1400727362'}",0,0,0,0,1412612605248786433,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.4126126052487864e+18,"{'username': 'WrrrdNrrrdGrrrl', 'id': 3237973655, 'displayname': '𝚁𝚊𝚌𝚑𝚎𝚕 𝚂𝚑𝚊𝚛𝚙', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}","[{'username': 'WrrrdNrrrdGrrrl', 'id': 3237973655, 'displayname': '𝚁𝚊𝚌𝚑𝚎𝚕 𝚂𝚑𝚊𝚛𝚙', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'bennessb', 'id': 515637244, 'displayname': 'Brianne Benness', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,,
5,https://twitter.com/PhunQuiz/status/1405657536964009992,2021-06-17 22:44:07+00:00,"The baby name is D, Paratyl is of aboriginal origin and means “flame.“ Forteo (teriparatide) is a parathyroid hormone. Gralise is a timed-release gabapentin tablet. Vidaza (azacitidine) is an antineoplastic drug. Thanks for playing. See you again tomorrow for the Name Game. https://t.co/UZNQTLV4ST","The baby name is D, Paratyl is of aboriginal origin and means “flame.“ Forteo (teriparatide) is a parathyroid hormone. Gralise is a timed-release gabapentin tablet. Vidaza (azacitidine) is an antineoplastic drug. Thanks for playing. See you again tomorrow for the Name Game. https://t.co/UZNQTLV4ST",1405657536964009992,"{'username': 'PhunQuiz', 'id': 1220870560516841475, 'displayname': 'PharmacyPhunQuiz', 'description': 'Pharmacy Phun Quiz is doses of Pharmacy knowledge presented in quiz form—for pharmacists or anyone with an interest in pharmacy, medicines, and healthcare.', 'rawDescription': 'Pharmacy Phun Quiz is doses of Pharmacy knowledge presented in quiz form—for pharmacists or anyone with an interest in pharmacy, medicines, and healthcare.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 1, 25, 0, 46, 50, tzinfo=datetime.timezone.utc), 'followersCount': 1489, 'friendsCount': 1350, 'statusesCount': 8109, 'favouritesCount': 9203, 'listedCount': 1, 'mediaCount': 4443, 'location': 'United States', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1322715121735536641/ATUl52US_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1220870560516841475/1579917629'}",0,0,3,0,1405657529334616064,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'previewUrl': 'https://pbs.twimg.com/media/E4HmFBPWUAEjWUC?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E4HmFBPWUAEjWUC?format=jpg&name=large'}]",,,1.405657529334616e+18,"{'username': 'PhunQuiz', 'id': 1220870560516841475, 'displayname': 'PharmacyPhunQuiz', 'description': 'Pharmacy Phun Quiz is doses of Pharmacy knowledge presented in quiz form—for pharmacists or anyone with an interest in pharmacy, medicines, and healthcare.', 'rawDescription': 'Pharmacy Phun Quiz is doses of Pharmacy knowledge presented in quiz form—for pharmacists or anyone with an interest in pharmacy, medicines, and healthcare.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 1, 25, 0, 46, 50, tzinfo=datetime.timezone.utc), 'followersCount': 1489, 'friendsCount': 1350, 'statusesCount': 8109, 'favouritesCount': 9203, 'listedCount': 1, 'mediaCount': 4443, 'location': 'United States', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1322715121735536641/ATUl52US_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1220870560516841475/1579917629'}",,,,,
6,https://twitter.com/PhunQuiz/status/1405657529334616064,2021-06-17 22:44:05+00:00,"This is your PhunQuiz Name Game. Baby Name or Drug Name is tonight’s version. Here are for imaginative names; three are drug brand names. Which belongs a BABY?

A. Forteo
B. Gralise
C. Vidaza
D. Paratyl

The answer is in the thread","This is your PhunQuiz Name Game. Baby Name or Drug Name is tonight’s version. Here are for imaginative names; three are drug brand names. Which belongs a BABY?

A. Forteo
B. Gralise
C. Vidaza
D. Paratyl

The answer is in the thread",1405657529334616064,"{'username': 'PhunQuiz', 'id': 1220870560516841475, 'displayname': 'PharmacyPhunQuiz', 'description': 'Pharmacy Phun Quiz is doses of Pharmacy knowledge presented in quiz form—for pharmacists or anyone with an interest in pharmacy, medicines, and healthcare.', 'rawDescription': 'Pharmacy Phun Quiz is doses of Pharmacy knowledge presented in quiz form—for pharmacists or anyone with an interest in pharmacy, medicines, and healthcare.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 1, 25, 0, 46, 50, tzinfo=datetime.timezone.utc), 'followersCount': 1489, 'friendsCount': 1350, 'statusesCount': 8109, 'favouritesCount': 9203, 'listedCount': 1, 'mediaCount': 4443, 'location': 'United States', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1322715121735536641/ATUl52US_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1220870560516841475/1579917629'}",1,0,4,0,1405657529334616064,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,
7,https://twitter.com/maxinetothemaxx/status/1402989138383544323,2021-06-10 14:00:51+00:00,i haven’t rlly had a bad erythromelalgia flare up since starting on gralise but hahahahaha summer has come to destroy my functionality and bring me pain. my face feels like it’s on fucking fire rn and it’s rlly irritating that i’ve been so good for so long but here we r now :)))),i haven’t rlly had a bad erythromelalgia flare up since starting on gralise but hahahahaha summer has come to destroy my functionality and bring me pain. my face feels like it’s on fucking fire rn and it’s rlly irritating that i’ve been so good for so long but here we r now :)))),1402989138383544323,"{'username': 'maxinetothemaxx', 'id': 1088198346030882817, 'displayname': 'maxie babie :3', 'description': 'oh hey i didn’t see u there. the name’s max, welcome to the chaos - board certified dumbass - disabled & neurodivergent - ♡ @b0ngw0t3r ♡ - ☉ ♎︎ - ☾ ♈︎ - ↑ ♎︎', 'rawDescription': 'oh hey i didn’t see u there. the name’s max, welcome to the chaos - board certified dumbass - disabled & neurodivergent - ♡ @b0ngw0t3r ♡ - ☉ ♎︎ - ☾ ♈︎ - ↑ ♎︎', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 1, 23, 22, 14, 38, tzinfo=datetime.timezone.utc), 'followersCount': 225, 'friendsCount': 65, 'statusesCount': 11206, 'favouritesCount': 13223, 'listedCount': 5, 'mediaCount': 665, 'location': '21 | she/her | lesbian ⚢ | 🔞', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1423692206238482437/m7I-g2E5_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1088198346030882817/1624290835'}",1,0,0,0,1402989138383544323,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,
8,https://twitter.com/craftybookworm/status/1402721505256017926,2021-06-09 20:17:22+00:00,"Has anyone found StuffThatWorks useful? I got all excited thinking that there was a new treatment for PHN but turns out that Gralise is just Gabapentin. 
And Henry kindly bought in a tick for me to meet 😬 https://t.co/zmhzHg4v8O","Has anyone found StuffThatWorks useful? I got all excited thinking that there was a new treatment for PHN but turns out that Gralise is just Gabapentin. 
And Henry kindly bought in a tick for me to meet 😬 https://t.co/zmhzHg4v8O",1402721505256017926,"{'username': 'craftybookworm', 'id': 30026482, 'displayname': 'Nicola ⛈', 'description': 'Book sniffing, rain loving, introverted needlewoman & pain wrangler; usually covered in fountain pen ink & cat fur.', 'rawDescription': 'Book sniffing, rain loving, introverted needlewoman & pain wrangler; usually covered in fountain pen ink & cat fur.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 4, 9, 17, 32, 54, tzinfo=datetime.timezone.utc), 'followersCount': 1851, 'friendsCount': 3744, 'statusesCount': 78942, 'favouritesCount': 315501, 'listedCount': 86, 'mediaCount': 4878, 'location': 'Hampshire', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1253838773898678275/Aqwp-8bI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/30026482/1398201295'}",0,0,0,0,1402721505256017926,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://twitter.com/#!/download/ipad,Twitter for iPad,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/tweet_video_thumb/E3d3xQNXEAI4hx3.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/E3d3xQNXEAI4hx3.mp4', 'bitrate': 0}]}]",,,,,,,,,
9,https://twitter.com/_aeribear/status/1402289769124487169,2021-06-08 15:41:48+00:00,"@KaiRequest @88risingRadio @sosupersam Good day! @88risingRadio @sosupersam
My request is Mmmh by #KAI for #SUPERFANFRIDAY Thank You!

now its gralise","@KaiRequest @88risingRadio @sosupersam Good day! @88risingRadio @sosupersam
My request is Mmmh by #KAI for #SUPERFANFRIDAY Thank You!

now its gralise",1402289769124487169,"{'username': '_aeribear', 'id': 1273630293094612992, 'displayname': '𝐰𝐤𝐝𝐚𝐲𝐬 𝐛𝐮𝐬𝐲 | 𝐛𝐨𝐚𝐫𝐝 𝐫𝐞𝐯𝐢𝐞𝐰—🐻', 'description': ""𝐸𝒳𝒪 𝓍 𝐿💖 (𝓞𝓣9) | 𝘐𝘧 𝘺𝘰𝘶'𝘳𝘦 𝘩𝘢𝘱𝘱𝘺 𝘵𝘰 𝘸𝘢𝘪𝘵 𝘵𝘩𝘦𝘯 𝘪𝘵'𝘴 𝘭𝘰𝘷𝘦 -Best Leader🐰 soon: aeribear.carrd.co"", 'rawDescription': ""𝐸𝒳𝒪 𝓍 𝐿💖 (𝓞𝓣9) | 𝘐𝘧 𝘺𝘰𝘶'𝘳𝘦 𝘩𝘢𝘱𝘱𝘺 𝘵𝘰 𝘸𝘢𝘪𝘵 𝘵𝘩𝘦𝘯 𝘪𝘵'𝘴 𝘭𝘰𝘷𝘦 -Best Leader🐰 soon: https://t.co/P1fyeu4dvI"", 'descriptionUrls': [{'text': 'aeribear.carrd.co', 'url': 'https://aeribear.carrd.co', 'tcourl': 'https://t.co/P1fyeu4dvI', 'indices': (76, 99)}], 'verified': False, 'created': datetime.datetime(2020, 6, 18, 14, 55, 18, tzinfo=datetime.timezone.utc), 'followersCount': 292, 'friendsCount': 641, 'statusesCount': 30235, 'favouritesCount': 6312, 'listedCount': 2, 'mediaCount': 989, 'location': 'Wherever you are, we are one', 'protected': False, 'linkUrl': 'https://www.instagram.com/aeribear_', 'linkTcourl': 'https://t.co/NMiYZPkMfB', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1431249857155457024/Npah8PxX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1273630293094612992/1618300822'}",0,0,0,0,1402096412964294662,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.4020964129642947e+18,"{'username': 'KaiRequest', 'id': 1302496006781775873, 'displayname': 'KAI RADIO REQUEST', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}","[{'username': 'KaiRequest', 'id': 1302496006781775873, 'displayname': 'KAI RADIO REQUEST', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': '88risingRadio', 'id': 1329563770138611714, 'displayname': '88rising Radio', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'sosupersam', 'id': 14320167, 'displayname': 'samantha duenas', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': '88risingRadio', 'id': 1329563770138611714, 'displayname': '88rising Radio', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'sosupersam', 'id': 14320167, 'displayname': 'samantha duenas', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]",,,"['KAI', 'SUPERFANFRIDAY']",
